date,mean,median,p5,p25,p75,p95
2025-10-19,0.8206870117189741,0.82068701171875,0.82068701171875,0.82068701171875,0.82068701171875,0.82068701171875
2025-10-26,0.8194995748480854,0.8207091543372624,0.8168638070190603,0.8192381523491177,0.8221458567089458,0.824323266284057
2025-11-02,0.8185090843115821,0.8207069645105229,0.8146557504385971,0.8186432695878306,0.8227879816358037,0.8260004813734197
2025-11-09,0.8172475790464955,0.8207156457621301,0.8112428236748885,0.8180650753251786,0.8232671996296115,0.8272776979266031
2025-11-16,0.8159736268394602,0.8206622947583104,0.7778402412627525,0.8174201106812831,0.8237023786855979,0.8286278528592951
2025-11-23,0.8149572743729915,0.820640106510119,0.7524858750949159,0.8168516909209368,0.8240925001830007,0.8300686686396089
2025-11-30,0.8139469589166267,0.820502315872634,0.7379364087257235,0.8163677215126394,0.8244850693357717,0.8317733112617961
2025-12-07,0.8129646288891005,0.820504154766836,0.7226102958692396,0.8158243905675512,0.8248093876613097,0.8333688081160284
2025-12-14,0.8117363087033046,0.8204795106761036,0.7098358837782537,0.8152802798863368,0.8251391152032429,0.8349137661865582
2025-12-21,0.8107920855859938,0.8203839121669332,0.7017932412887913,0.8145793276913857,0.8255133920103557,0.8372606877369416
2025-12-28,0.8094932518980715,0.8202355773797851,0.692194285562597,0.813850890507228,0.8258862938580825,0.841578150819523
2026-01-04,0.8083679459396272,0.8201313083210953,0.684793345768446,0.8132154680898567,0.8261517164465244,0.8469223683738248
2026-01-11,0.8071607532271359,0.8200125996531122,0.6789693438876443,0.8123969422517167,0.8263140141481322,0.8522557021949586
2026-01-18,0.8057638983524206,0.8198296811541762,0.6698535321069077,0.8115506734733002,0.8265459377619004,0.8553512047547669
2026-01-25,0.8048254862999115,0.8196851939468237,0.6650439455871893,0.8106424583961942,0.8267875339869238,0.859070101873139
2026-02-01,0.8037495332722697,0.8195659954341061,0.6592908403588696,0.8096807735603948,0.8269433389951191,0.8659714374571723
2026-02-08,0.8028574373884027,0.819524888727726,0.6540530047192096,0.8086371129106696,0.827304182705283,0.870377559631017
2026-02-15,0.8015574602863126,0.8194031066592053,0.6489378598385481,0.8070678883821855,0.8275595149711251,0.8726457137368913
2026-02-22,0.8004138780055617,0.819006010720423,0.6446531082029896,0.8052470712264808,0.8277847080445061,0.8765747916835671
2026-03-01,0.799432606602863,0.8188356632284592,0.6395939998377926,0.8032446647946296,0.8280135740164254,0.8804142648656809
2026-03-08,0.7981494998989798,0.8187451950328197,0.6357041676315054,0.8007976082648471,0.8282711828974015,0.8834112095377956
2026-03-15,0.7969109817063665,0.8185883674076022,0.6299002227241653,0.7976718313692113,0.8284520036485248,0.8852695154505751
2026-03-22,0.7957540140557515,0.8181620333464816,0.6252498406728747,0.7924681800808797,0.8286522395526467,0.886889626950653
2026-03-29,0.7948500660883133,0.8179926547717313,0.6222081080961087,0.7871013369072051,0.8288004973961021,0.8896692590939105
2026-04-05,0.7935866843341094,0.8176094908095197,0.6178652740498896,0.7814400787360622,0.8288310059051165,0.8894784687469278
2026-04-12,0.7923812817025542,0.8173374650908336,0.6134514850187271,0.776131594343503,0.8290927776563674,0.8926089642841586
2026-04-19,0.7913103421343669,0.8170732409263974,0.6101500970088518,0.7722187527958349,0.8294183703796842,0.8937287886310522
2026-04-26,0.7903951288804241,0.8168232248703469,0.6062702819421164,0.7675214769215661,0.8295849521602268,0.8942552459304284
2026-05-03,0.7892743446215011,0.8163707165231686,0.6042156010874952,0.7628277464662334,0.8297868646366294,0.8956832305894145
2026-05-10,0.7881539193245173,0.8160583495538309,0.6018420160230588,0.7583757435655631,0.8298697789461889,0.8967583744879133
2026-05-17,0.7871392553439079,0.8156643094829408,0.5990606235110627,0.7544006646182538,0.8300339250212709,0.8996604022518229
2026-05-24,0.7859032859993953,0.8152485695881254,0.5941293675665896,0.7502479192870183,0.8303349171152312,0.9010427450219215
2026-05-31,0.7848002966937172,0.8147597007807932,0.5880714059691309,0.7468236408397481,0.83055801916492,0.902456567383118
2026-06-07,0.783985510093845,0.8146194734375037,0.5857499428051066,0.7442500301053981,0.8307487658023758,0.9052007261536599
2026-06-14,0.7830200087657404,0.8140004811608625,0.5828055222396153,0.7419218907849006,0.8308990149651676,0.9071343232270996
2026-06-21,0.7821286926356527,0.813687007618821,0.5804706480761898,0.7394566581018917,0.8309404967150181,0.9077208122071683
2026-06-28,0.7809040015742423,0.8133511784022219,0.5776297548900751,0.7348497489333886,0.8311720986285386,0.9088107963036111
2026-07-05,0.7798695035659605,0.8127300482065107,0.5741420239604399,0.7315590899204933,0.8312422434027168,0.9105273785258682
2026-07-12,0.7788692754258095,0.8121897834427341,0.571669509800214,0.7286898698650963,0.8312931551221778,0.9101917971208079
2026-07-19,0.7779199076822761,0.8117957764447027,0.5697714865907474,0.7247404371771042,0.8311842383875221,0.9115986222956837
2026-07-26,0.7770778885391244,0.8111267028633724,0.5679164247304928,0.7225265226464612,0.8313055665994454,0.9142681272787757
2026-08-02,0.7760579137560933,0.8105307081765161,0.5653695337965833,0.7206325595799693,0.8313055772263327,0.9151812540841213
2026-08-09,0.7750316229845949,0.8098091844002056,0.5626151591265897,0.7189238292629595,0.8314762156726094,0.9160486424150642
2026-08-16,0.7741306319316361,0.8091082398199603,0.5609192549150247,0.7164360128599878,0.831684753333154,0.9168918666988773
2026-08-23,0.7732967421523019,0.80844906862403,0.5577442295489922,0.7152246391658058,0.8317876025830503,0.9179213700380665
2026-08-30,0.7723598538016007,0.8078688301632018,0.554662133623815,0.7130141719768269,0.8319038864064344,0.918836220842636
