date,mean,median,p5,p25,p75,p95
2025-10-19,1.457652955939411,1.4576529559390523,1.4576529559390523,1.4576529559390523,1.4576529559390523,1.4576529559390523
2025-10-26,1.4779564424116858,1.4777511355910584,0.9829782720372197,1.2770139475174023,1.6802910632482366,1.9683012579226709
2025-11-02,1.496429147843816,1.494853509562918,0.8102519115855605,1.213293222965861,1.7852250635196318,2.1865098769490716
2025-11-09,1.5137043582484213,1.5186085380644503,0.6735276048283975,1.1648819387323195,1.858360503971279,2.361241563427149
2025-11-16,1.5298971748911583,1.5229102247305006,0.5525614043211209,1.1243927152280941,1.9350768829537024,2.5153828590622553
2025-11-23,1.5536006009183883,1.5479766885900172,0.45127256703144997,1.1085462048715364,2.0027141177841186,2.6461086000146135
2025-11-30,1.5819040435616836,1.5767502396477981,0.3887179817762256,1.0851249413476518,2.0639612088997152,2.769533949741531
2025-12-07,1.6074294296507923,1.598085662055943,0.31199730562551425,1.0658056837904957,2.127552898865211,2.8734214609223985
2025-12-14,1.6347485421141836,1.631170629467202,0.2670883941095723,1.0617896584214734,2.177630064195388,3.0063940204293815
2025-12-21,1.660097255329126,1.6451597362858525,0.2116597076908935,1.0506479840497334,2.23255313798919,3.1164963993184065
2025-12-28,1.680200022384397,1.6665181648171057,0.1677620722216702,1.0339001774881664,2.289661850096988,3.2052587531314973
2026-01-04,1.71090776184562,1.6876469546464452,0.17960211322883216,1.0295628182849905,2.3403010835669087,3.313390693104024
2026-01-11,1.735445301666233,1.71163366335474,0.1473828566394973,1.023181975000665,2.3916666663617225,3.429859016192731
2026-01-18,1.7613328144626499,1.7309686579756087,0.14197113661699673,1.0214791318977527,2.4293179955642357,3.5125597531081865
2026-01-25,1.7842273200916872,1.7441369259376762,0.1336198755635113,1.0118258420452633,2.4754610896464193,3.5658938798072977
2026-02-01,1.810336400268896,1.7629844123778597,0.13734393431970932,1.0064717577818072,2.5272808455240607,3.6444896491106316
2026-02-08,1.8369642234046295,1.7891863135838584,0.13000360525842045,1.003236142857817,2.5688448608669145,3.720073034960884
2026-02-15,1.8666154026845139,1.8149640299358154,0.11087450425190089,1.0108498872737761,2.6155505366770626,3.8202064196597285
2026-02-22,1.8959213577847098,1.831348711322611,0.12463776839925518,1.0135486193925483,2.6709300854886138,3.9089897268737976
2026-03-01,1.9182553077693347,1.849568194735195,0.10984618831625621,1.0138298256983391,2.6997654423548787,3.9919839090760783
2026-03-08,1.9438875325244709,1.876153949509574,0.12332421591776442,1.0106744421330118,2.7382476917647955,4.050031602765981
2026-03-15,1.9692022727137177,1.8778271884584659,0.10983726981317732,1.0250168794899497,2.784562110989359,4.123586330021287
2026-03-22,1.9928113901014382,1.8962961260901199,0.1004226132982284,1.031614185809236,2.828438168270566,4.213888414936992
2026-03-29,2.0197055370753354,1.9198897588737474,0.12049240161086695,1.0301674710776487,2.875889855485883,4.282132777604322
2026-04-05,2.0406094297881285,1.9436357751874054,0.11438366687450813,1.0335565771379804,2.9059134189274043,4.34551522422933
2026-04-12,2.0683745226411303,1.9739319607994914,0.09975688094138412,1.046179286078578,2.9513253301562172,4.429377002731202
2026-04-19,2.0921036378218374,1.9951593876448137,0.07561156592349465,1.0346663432932788,2.9826060934209524,4.459681404429742
2026-04-26,2.123086195268539,2.022850478149736,0.11518059766971417,1.0490556891283416,3.0214619862689736,4.525151024070814
2026-05-03,2.148554805724289,2.0519220545624046,0.08609329453642046,1.071136621088249,3.0603671778128216,4.576504856945229
2026-05-10,2.1832479146246926,2.0872193557302614,0.11198480127183884,1.0887829322575482,3.100353672292012,4.646855232051863
2026-05-17,2.207786616660904,2.1083343908907652,0.1072049619010322,1.0942192734016223,3.1610922292143604,4.7162659327803045
2026-05-24,2.234890129730904,2.1263074660440457,0.12977487421643322,1.1040252796549295,3.204820831911186,4.769287221473618
2026-05-31,2.2666988433365,2.1553221628517845,0.13292963620198497,1.1194242491065072,3.252692959550048,4.848618406453544
2026-06-07,2.2996179769231073,2.172129198621899,0.13841881505414158,1.1432829644436437,3.2868475350856965,4.930266670446457
2026-06-14,2.331669896196233,2.2031076167565553,0.13896302740469854,1.1596414724083415,3.3390923512576483,4.955716278972749
2026-06-21,2.3582127776959396,2.2211372560048046,0.14245911058204194,1.1892145703301795,3.3850988607150336,5.004917888680895
2026-06-28,2.386641390048203,2.246783493740012,0.1400443407885058,1.1894612579518569,3.436622652642111,5.084891432901817
2026-07-05,2.415935276114189,2.268041054286421,0.13318267119928523,1.189284517364594,3.469473629426601,5.161042076671005
2026-07-12,2.4397430938513573,2.3034719893982394,0.14794139876569543,1.1925177876603845,3.510392697999133,5.243449939473297
2026-07-19,2.464638598139605,2.331917606861714,0.14601252645968968,1.2037777884469063,3.5413646030536854,5.276996249147706
2026-07-26,2.4868694966671225,2.3478345803087013,0.13358449900380573,1.2233161871418965,3.5866700589646663,5.325358397187475
2026-08-02,2.509119811167618,2.3617612863518938,0.16600995339859956,1.22487270071254,3.6121285574562947,5.357549605252407
2026-08-09,2.5360364603416206,2.3922021001364886,0.14944861176546737,1.2456798587025728,3.6390251654197634,5.397350971640638
2026-08-16,2.5605435547464004,2.4119684784710365,0.14337624275884786,1.2660653662364962,3.685740262102116,5.473289763914117
2026-08-23,2.5868439951839752,2.440078882290659,0.13133569433575237,1.2705939127749246,3.7146725651417567,5.492706551317351
2026-08-30,2.6131794080175643,2.4771847767113,0.1604108300567642,1.2934617114473004,3.7509186077592926,5.608209913189282
2026-09-06,2.636744150939867,2.4881386833688737,0.15861746303919805,1.3173875241645823,3.777900324911437,5.641888159691755
