date,mean,median,p5,p25,p75,p95
2026-05-03,-5.691550858824282,-5.69110656524405,-7.42389069596554,-6.403147639933422,-4.988037258045372,-3.938177488958166
2026-05-10,-5.702840101002781,-5.711551240127191,-7.462370986375506,-6.429002624050517,-4.981744644997114,-3.9244891428943025
2026-05-17,-5.715573775566597,-5.717629782453514,-7.526782330101096,-6.451536975222717,-4.967505027947472,-3.9002313958759784
2026-05-24,-5.725141987246004,-5.721981974865457,-7.553124975301155,-6.479033656177661,-4.973671574783381,-3.869706606434766
2026-05-31,-5.73348254918521,-5.734230508853038,-7.60445536694388,-6.487652952438083,-4.966521973230946,-3.8563102362031274
2026-06-07,-5.743612018700147,-5.740312248560915,-7.645779567179002,-6.516374367493389,-4.966469163033614,-3.851621027211853
2026-06-14,-5.753738458425674,-5.754350309162094,-7.6882174335322375,-6.527301729368141,-4.974743515009484,-3.814476161906704
2026-06-21,-5.762308134357704,-5.763609711406737,-7.715013924883655,-6.548801986425907,-4.967783878442646,-3.8213765758490994
2026-06-28,-5.770131571663556,-5.772862526381086,-7.7676147150825905,-6.573791949846392,-4.964691984602327,-3.7821229523932134
2026-07-05,-5.7843921843048856,-5.7852791060987485,-7.800220437985614,-6.595240209068045,-4.9726180884464375,-3.7831209082172426
2026-07-12,-5.797677167301055,-5.7955043288390256,-7.8340766029068325,-6.638657100154311,-4.969783648527148,-3.761909871341128
2026-07-19,-5.8076031114519076,-5.8091998148407695,-7.865166375873733,-6.644752186888844,-4.98137682331331,-3.735050177498585
2026-07-26,-5.817957569161477,-5.822099507101704,-7.885043214800398,-6.676887724460157,-4.983192234873158,-3.7144683777563725
2026-08-02,-5.829916327681971,-5.830863797269318,-7.9267456219109595,-6.688860055744874,-4.991774023237628,-3.710650860809997
2026-08-09,-5.841973343911279,-5.846593395813782,-7.9823098791580644,-6.717263333056394,-4.986946950325729,-3.692159904336914
2026-08-16,-5.850537831941443,-5.854402044625061,-8.024714721997762,-6.741068747779966,-4.970541750270726,-3.6841598864718805
2026-08-23,-5.863997765488269,-5.867434766986518,-8.050973951465773,-6.7552041985518265,-4.986865771277619,-3.673888699090195
2026-08-30,-5.874350170461971,-5.878313949583978,-8.074370920176227,-6.774735321272527,-4.97963118849953,-3.6460075681206607
2026-09-06,-5.88397190757168,-5.885066975550449,-8.101250546257065,-6.801438150726126,-4.987157058255882,-3.63441642975947
2026-09-13,-5.891711473263345,-5.88932207018293,-8.150055740514173,-6.810949370712956,-4.997350638200705,-3.6059601262083643
2026-09-20,-5.9022263623548605,-5.892764244376292,-8.178311988545785,-6.844813013388892,-5.000779592135088,-3.615658976801536
2026-09-27,-5.912544113305937,-5.904466224074845,-8.19480417599091,-6.858587378841613,-4.996852911507706,-3.608459137558012
2026-10-04,-5.923551221390311,-5.923107936906125,-8.244485625170734,-6.8750025885207515,-4.996477656984162,-3.580198160925218
2026-10-11,-5.931692106853213,-5.922148716695654,-8.30222280639276,-6.895531918812308,-4.979281810384872,-3.567060211984109
2026-10-18,-5.940403875357664,-5.9353138251964905,-8.33198322260876,-6.900757128308298,-4.9853216863676995,-3.559623215394246
2026-10-25,-5.948267608421613,-5.938667313562274,-8.34335432033845,-6.921289199161621,-4.980061425771453,-3.5434344648266265
2026-11-01,-5.958650737290249,-5.953709597833125,-8.406951846966457,-6.941381159882854,-4.969336888654101,-3.5409636690452535
2026-11-08,-5.967546997492765,-5.963442848233649,-8.414450686938986,-6.956351809418065,-4.969820758517952,-3.513051495100058
2026-11-15,-5.979738209083306,-5.980882245576199,-8.445934965324572,-6.991097299316394,-4.974506110882896,-3.510896255378077
2026-11-22,-5.988084456623055,-5.989215171621517,-8.449394447594104,-6.9988850757168075,-4.976263330960453,-3.485023017911381
2026-11-29,-5.997352451341095,-5.996844493145248,-8.490523345018277,-7.023627372030336,-4.980561757480501,-3.4693807293554433
2026-12-06,-6.004221810148834,-6.0131020411149905,-8.535567824236105,-7.037977897195851,-4.980231906510099,-3.4649598169485007
2026-12-13,-6.014225979754054,-6.023297325618234,-8.554101042708108,-7.065954755389212,-4.984438261029014,-3.460644596117452
2026-12-20,-6.029130138699373,-6.036218131928389,-8.587218795261878,-7.0821001222220765,-4.981823328154453,-3.430930528592797
2026-12-27,-6.034063139671296,-6.039804080744897,-8.634198337203983,-7.107947482542633,-4.9707828158248155,-3.4069447652768075
2027-01-03,-6.042729270240134,-6.056630152005464,-8.657826549305984,-7.123791935353544,-4.975100907855211,-3.407465966720237
2027-01-10,-6.0525028874392355,-6.064959575460565,-8.67623030974296,-7.135616615802287,-4.9765243055819255,-3.395092960273027
2027-01-17,-6.064285004388248,-6.07720025416703,-8.700825019480972,-7.159229274259975,-4.980383159093497,-3.376045530540925
2027-01-24,-6.073827570331262,-6.085102326353711,-8.728175079131756,-7.170979859609163,-4.992250620348519,-3.383974161001577
