date,mean,median,p5,p25,p75,p95
2025-10-19,-159.44260742188982,-159.442607421875,-159.442607421875,-159.442607421875,-159.442607421875,-159.442607421875
2025-10-26,10.0,10.0,10.0,10.0,10.0,10.0
2025-11-02,10.013080903115606,10.002133348961149,10.0,10.0,10.022297140475562,10.052016365814055
2025-11-09,10.022665986214408,10.014293538707783,10.0,10.0,10.038032956731154,10.074184698703226
2025-11-16,10.030991525444724,10.022875870291033,10.0,10.0,10.050542705039334,10.09478280811819
2025-11-23,10.038229588629788,10.029746096431893,10.0,10.002444565652056,10.060453957921613,10.112508721002655
2025-11-30,10.04482316016569,10.03585669747724,10.0,10.006607808823361,10.070260751463579,10.129203120090523
2025-12-07,10.05070090790305,10.04075369759778,10.0,10.009764164495824,10.079543016106424,10.141955098933725
2025-12-14,10.056429516506192,10.046291682561902,10.0,10.012548491194998,10.087752694217997,10.154356488474253
2025-12-21,10.062016060434633,10.05226824313818,10.0,10.01581636962555,10.094840413643283,10.166683874379581
2025-12-28,10.067631364306953,10.056552908316432,10.0,10.019149590212919,10.103739224437557,10.1784448067192
2026-01-04,10.072096848193912,10.060298527508099,10.0,10.021300787785503,10.110617086574507,10.18978374483846
2026-01-11,10.076529018987708,10.06500579516701,10.0,10.023722954903961,10.116044221481342,10.200279340291576
2026-01-18,10.081264985074144,10.069008869013036,10.0,10.026342530473581,10.123105886904952,10.209211624797447
2026-01-25,10.085933580708007,10.073793283079349,10.0,10.027724210517926,10.129999483508199,10.218953628105249
2026-02-01,10.090534624805793,10.077239535143896,10.0,10.030515880581628,10.136639591212639,10.230030545387798
2026-02-08,10.095041565790677,10.081030591792922,10.0,10.03377171854556,10.142407240934817,10.239224524598791
2026-02-15,10.098878491639853,10.085466686934582,10.0,10.034057373950134,10.147658465453784,10.248347937438306
2026-02-22,10.102864674971118,10.088441511635171,10.0,10.03545289034329,10.154424055672294,10.258066302375362
2026-03-01,10.107607494926084,10.09181818022866,10.0,10.0388714449642,10.160634393257084,10.269501379311999
2026-03-08,10.111776085704271,10.096562264931253,10.0,10.0401391710507,10.166955207539946,10.280648720331943
2026-03-15,10.115752170397597,10.100191775163402,10.0,10.041917732282489,10.17393553624074,10.288270074577731
2026-03-22,10.120201490980309,10.104350263852623,10.0,10.04414157547256,10.179640998541302,10.29642283366069
2026-03-29,10.124277673566835,10.108301218933118,10.0,10.046089108149546,10.185035593402434,10.305695359829283
2026-04-05,10.128428646922496,10.113071914437375,10.0,10.048584471133157,10.18981177496446,10.316146431293872
2026-04-12,10.132182748559092,10.116646270898993,10.0,10.050531617637239,10.19607888722791,10.322498518331379
2026-04-19,10.136131889362916,10.119636606806685,10.0,10.052532933124287,10.201344056359256,10.332316382926166
2026-04-26,10.13937342354867,10.123457911944325,10.0,10.05365905065732,10.206359892920677,10.338878602587709
2026-05-03,10.143087543031154,10.126666395699,10.0,10.055738803503285,10.209554256777409,10.344272819006187
2026-05-10,10.146135396975067,10.129217583681438,10.0,10.058188403911755,10.21493441154695,10.352523428547606
2026-05-17,10.14997714204769,10.131742201132571,10.0,10.060589276832115,10.221375321691124,10.35922064482377
2026-05-24,10.15370930213151,10.13535570347863,10.0,10.062802434612589,10.226585212342902,10.366041010833184
2026-05-31,10.157218175288996,10.13800958789798,10.0,10.064823192105912,10.230456225665495,10.375367925917331
2026-06-07,10.160732760745335,10.140716187411675,10.0,10.068079877520846,10.234672117292703,10.381911845241378
2026-06-14,10.163610498305152,10.144971738315176,10.0,10.06867206398818,10.238436319242606,10.388148090786908
2026-06-21,10.167060979884866,10.148561023898159,10.0,10.070272618632263,10.242354946375283,10.398205512246786
2026-06-28,10.170169178142919,10.150481763293168,10.0,10.071131261010073,10.24962904307221,10.405484211941701
2026-07-05,10.173005797298986,10.153009915457673,10.0,10.072999691937301,10.252397548453395,10.410465601129378
2026-07-12,10.176258665790886,10.154221880752896,10.000240508662861,10.075597670686893,10.257332271853038,10.418544379491347
2026-07-19,10.179403022084093,10.158354886686444,10.000172438784316,10.076429632840027,10.261674225403997,10.429342371659436
2026-07-26,10.182761423259183,10.160831350888007,10.001673790402132,10.079218561202032,10.265885813175574,10.431851653197613
2026-08-02,10.186309284763544,10.165698649568249,10.002364515434257,10.081453649486896,10.269739441616661,10.43895784362141
2026-08-09,10.190083236600001,10.169906782871738,10.003921698776727,10.081561875603418,10.275125833699578,10.445552085403415
2026-08-16,10.193026735603922,10.172966558578047,10.003506137896059,10.084710707431363,10.278199932617625,10.452736981985643
2026-08-23,10.19622796960931,10.1761837842285,10.003152660141833,10.086536413978159,10.283257099189122,10.459980471525164
2026-08-30,10.199188081689378,10.178432829605281,10.003462236405998,10.08813787822961,10.28887421411848,10.462839655110791
2026-09-06,10.202925242171812,10.182193727564018,10.00473580040886,10.090809397060156,10.292394649156547,10.469068116010574
2026-09-13,10.206468085318635,10.186877512532,10.007017318451803,10.092410841067766,10.296628182212439,10.477300976464893
2026-09-20,10.209667850456691,10.190132758761676,10.00659183383506,10.094023374907685,10.301013693674346,10.481501586978153
2026-09-27,10.212903355729322,10.191825390345722,10.006693757567067,10.096819899463124,10.304521321011908,10.4909155437806
2026-10-04,10.215990795616927,10.195069661785098,10.006719321179066,10.09914550255592,10.308968710290952,10.497911594824451
2026-10-11,10.219281486248375,10.197705498216045,10.00766649722749,10.101438340196049,10.313347043643443,10.502670258672037
2026-10-18,10.222635553112196,10.200674585985633,10.01082884924944,10.103550471926294,10.31781389389754,10.510238499903405
